Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,Average NAR,avrg
19,Hwy8854,Hwy8854__Miangeehotel,4,C4-GRT-04,20,Stand by,,1,1,0.9995949074074074,1,1,1,1,1,1,1,1,0.9928096064814815,0.9996817129629629,1,0.9969184027777778,1,1,1,1,0.9896990740740741,1,1,1,1,1,1,1,1,1,1,1,0.9989351851851852,0.9989351851851852
20,JPJ5673,JPJ5673__S_MangowalSharqi_CMPak40679,3,C4-GRT-04,,CM Pak,40679,0.8813850308641975,0.9494598765432098,0.9234953703703703,0.8861689814814815,0.8914351851851852,0.9125578703703704,0.9450231481481481,0.9587577160493828,0.9011574074074074,0.9009259259259259,0.9127006172839506,0.9270833333333334,0.9554398148148148,0.9567129629629629,0.8638695987654321,0.887403549382716,0.9625385802469136,0.906045524691358,0.9054398148148148,0.9374421296296296,1,1,1,1,1,1,1,1,1,1,1,0.9182521219135804,0.9182521219135802
21,JPJ6312,JPJ6312__S_Ittefaq_Colony_MDJJ1561,3,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,RUR5583,RUR5583__S_ChakPindi_Ufone1362,3,C4-GRT-04,,UFone,CI-1362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9580054012345679,1,1,0.877199074074074,1,1,1,1,1,1,1,1,1,1,1,0.9917602237654322,0.9917602237654322
23,RUR5551,RUR5551__S_SouthKarnana,3,C4-GRT-04,,E.Co,e.coPK000978PU,0.8950617283950617,1,0.9661844135802469,0.9685763888888889,0.9368055555555556,0.9647608024691358,0.8294212962962962,0.9893595679012346,0.9850501543209876,0.9422569444444444,0.9809220679012346,0.9732638888888889,0.9959297839506173,0.9736304012345679,0.8926504629629629,0.9838155864197531,0.8111612654320987,0.8103587962962963,0.996508487654321,0.9959876543209877,1,1,1,1,1,1,1,1,1,1,1,0.9445852623456791,0.944585262345679
24,JPS8766,JPS8766__SiyamCollege,3,C4-GRT-04,20,Stand by,,0.9975115740740741,1,1,1,1,0.9826388888888888,1,1,1,1,1,1,1,1,0.9987268518518518,1,0.9742669753086419,1,0.9875192901234567,0.9697916666666667,1,1,1,1,1,1,1,1,1,1,1,0.995522762345679,0.9955227623456789
25,GJR5765,GJR5765__S_KalraKalan,3,C4-GRT-04,,Enfrashare,EC1-GUT-02327,1,1,1,0.8688657407407407,1,1,1,1,0.9439814814814815,1,1,1,1,1,1,1,1,1,1,0.8278935185185186,1,1,1,1,1,1,1,1,1,1,1,0.9820370370370372,0.982037037037037
26,RUR0647,RUR0647__Gorali,3,C4-GRT-04,30,Stand by,,1,1,1,1,0.9995563271604938,1,1,1,1,1,1,1,0.999633487654321,1,0.9994405864197531,1,1,0.9981095679012346,0.9976466049382716,1,1,1,1,1,1,1,1,1,1,1,1,0.9997193287037038,0.9997193287037036
27,BGL2206,BGL2206__DhalKakka,3,C4-GRT-04,20,Stand by,,1,1,0.9867476851851852,1,0.992824074074074,0.8865162037037037,1,1,1,1,1,1,1,1,1,1,0.9369984567901235,1,0.9890046296296297,0.9887731481481481,1,1,1,1,1,1,1,1,1,1,1,0.9890432098765432,0.9890432098765432
28,RUR4021,RUR4021__AwanSharif,3,C4-GRT-04,27,Stand by,,1,1,1,0.983695987654321,0.9724305555555556,1,1,1,1,1,1,1,1,1,1,0.9746913580246913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9965408950617285,0.9965408950617284
29,RUR1236,RUR1236__SHAHBAZPUR_Ufone_3663 ,3,C4-GRT-04,,UFONE,3663,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,DHN4912,DHN4912__GJRDingaRdGujrat,3,C4-GRT-04,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,JPS8768,JPS8768__H_Peershah_New,3,C4-GRT-04,,CP Prime,,1,1,1,0.7392052469135804,0.7450385802469135,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985532407407407,1,1,1,1,1,1,1,1,1,1,1,1,0.9741398533950617,0.9741398533950617
32,GJR6250,GJR6250__S_Adil_Colony_Rehman_Shaheed Road_MDGU4253,3,C4-GRT-04,9,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7739853395061729,1,1,1,1,1,1,1,1,1,1,1,0.9886992669753086,0.9886992669753085
33,HWY6555,HWY6555__S_MohlaKalan,3,C4-GRT-04,,E.Co,e.coPK019040PU,0.8246412037037036,0.9730131172839506,0.9947530864197531,0.8625038580246913,0.9740162037037037,1,1,1,1,1,1,1,0.995625,0.9783564814814815,1,1,0.8824074074074074,0.8946643518518519,0.6616358024691358,0.9967978395061728,1,1,1,1,1,1,1,1,1,1,1,0.9519207175925926,0.9519207175925927
34,GJR6249,GJR6249__S_Mughal_Colony_MDGU4251,3,C4-GRT-04,9,Stand by,,1,1,1,0.9981481481481481,0.9928163580246914,0.9774112654320988,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9822337962962963,1,1,1,1,1,1,1,1,1,1,1,0.9975304783950618,0.9975304783950617
35,GJR6251,GJR6251__S_Shadman_MDGU4208,3,C4-GRT-04,30Kva,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,RUR0874,RUR0874__Buchiana,3,C4-GRT-04,27,Stand by,,1,0.9291280864197531,0.9747685185185185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9951948302469136,0.9951948302469136
37,GJR6266,GJR6266__S_Miana_Pura_MDGU4257,3,C4-GRT-04,20,Stand by,,0.9745370370370371,1,1,0.9930787037037037,0.9622800925925926,0.9436342592592593,0.9777970679012346,1,1,1,1,1,1,1,0.9926388888888888,0.9916319444444445,0.8089506172839507,0.9327314814814814,0.9394097222222222,0.3739390432098765,1,1,1,1,1,1,1,1,1,1,1,0.9445314429012347,0.9445314429012346
38,JPJ4875,JPJ4875__KashmirNagar,3,C4-GRT-04,30,Stand by,,1,1,0.9912615740740741,1,0.9715277777777778,1,1,1,1,1,1,1,1,1,0.9431327160493828,1,1,0.9911458333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9948533950617284,0.9948533950617283
39,RUR0787,RUR0787__Dharki_NEW,3,C4-GRT-04,13,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,GJR3427,GJR3427__NewFurnitureMarket,3,C4-GRT-04,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,GJR6246,GJR6246__S_Jatowaqal_MDGU4170,3,C4-GRT-04,27,Stand by,,0.9617708333333334,0.9874421296296296,0.9627777777777777,0.9437692901234568,0.9914351851851851,0.9584490740740741,0.9617013888888889,0.9834876543209876,0.9877121913580247,0.9877314814814815,0.9876157407407408,0.9790702160493827,0.9874228395061728,0.9956597222222222,0.9287037037037037,0.9876736111111111,0.991724537037037,0.9916087962962963,0.9834104938271605,0.9751157407407407,1,1,1,1,1,1,1,1,1,1,1,0.9767141203703705,0.9767141203703704
42,GJR3431,GJR3431__MohallahEidGah,3,C4-GRT-04,,CP Prime,,0.9182214506172839,0.9974652777777778,0.8586072530864197,0.6666705246913581,0.9958140432098765,1,1,1,1,1,0.9938657407407407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9715322145061729,0.9715322145061728
43,RUR0527,RUR0527__S_Jheranwala_new,3,C4-GRT-04,,UFONE,7821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,RUR0820,RUR0820_Awan Sharif_,3,C4-GRT-04,,UFONE,7873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,GJR6287,GJR6287__S_Badshahi_Road_MDGU4256,3,C4-GRT-04,27,Stand by,,1,1,0.9445216049382716,1,1,1,0.9925925925925926,1,1,1,1,1,1,1,1,1,1,1,0.9639583333333334,0.8992862654320988,1,1,1,1,1,1,1,1,1,1,1,0.9900179398148149,0.9900179398148148
46,GJR6291,GJR6291__S_Boraywala_chowk_MDGU4203,3,C4-GRT-04,,CP Prime,,1,1,1,1,1,0.9522376543209876,0.9981674382716049,1,1,1,1,1,1,1,1,1,1,1,1,0.6749421296296296,1,1,1,1,1,1,1,1,1,1,1,0.9812673611111112,0.9812673611111111
47,RUR5626,RUR5626_H_Majara Gujrat,3,C4-GRT-04,,Enfrashare,EC1-JPB-08184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,RUR5671,RUR5671__S_Sohal_TelenorISHL01,3,C4-GRT-04,,Telenor,ISHL01,0.9832175925925926,0.9803047839506173,0.9744212962962963,0.9793981481481482,0.975270061728395,0.914525462962963,0.890625,0.9809027777777778,0.9569251543209877,0.959837962962963,0.9577353395061728,0.9904320987654321,0.9533179012345679,0.994849537037037,0.8613425925925926,0.9760416666666667,0.9659220679012346,0.919849537037037,0.8989776234567901,0.9676311728395062,1,1,1,1,1,1,1,1,1,1,1,0.954076388888889,0.9540763888888888
49,BGL1622,BGL1622__S_Village_Malka_MDKN3890,4,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9478009259259259,1,1,0.882175925925926,1,1,1,1,1,1,1,1,1,1,1,0.9914988425925925,0.9914988425925926
50,HWY3435,HWY3435__GJRChakMurtazaGT,3,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7699691358024692,1,0.9970871913580247,1,1,0.998900462962963,1,1,1,1,1,1,1,1,1,1,1,0.9882978395061727,0.9882978395061728
51,RUR6241,RUR6241__S_Chokori_Khurd_Ktla_Qasim_MDLM3309,3,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9781828703703703,0.8824845679012345,1,0.9782021604938271,1,1,1,1,1,1,1,1,1,1,1,0.9919434799382716,0.9919434799382717
52,JPJ3112,JPJ3112__Farroqeazamjalalpu,3,C4-GRT-04,27,Stand by,,1,1,0.9464699074074074,1,1,0.9100115740740741,1,1,1,1,1,1,0.9678047839506173,1,1,1,0.9686728395061729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9896479552469136,0.9896479552469135
53,BGL2204,BGL2204__MairShareef,3,C4-GRT-04,20,Stand by,,0.9730131172839507,0.965721450617284,0.9685956790123457,0.9871527777777778,0.9872106481481482,0.9935570987654321,0.9739583333333334,0.9905478395061729,0.9817708333333334,0.9776813271604938,0.9767554012345679,0.9931134259259259,0.9936535493827161,0.9226466049382716,0.9786921296296296,0.9677662037037037,0.8364197530864198,0.945042438271605,1,0.91875,1,1,1,1,1,1,1,1,1,1,1,0.9666024305555556,0.9666024305555555
54,RUR0511,RUR0511__KotliKohal,3,C4-GRT-04,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,0.7770138888888888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9888506944444444,0.9888506944444444
55,LLM6248,LLM6248__S_Mohallah_Hussain_MDLM3308,3,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9969328703703704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998466435185186,0.9998466435185185
56,GJR6264,GJR6264__S_JalalPur_JattanRoad_MDGU4171,3,C4-GRT-04,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,GJR9852,GJR9852__Mohalkhalidaba,4,C4-GRT-04,20,Stand by,,1,1,0.9559895833333334,1,0.9933738425925925,1,1,1,1,1,1,1,1,1,1,1,0.9558449074074074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9952604166666668,0.9952604166666668
58,GJR3436,GJR3436__GulshanColonyGujrat,4,C4-GRT-04,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,GJR6286,GJR6286__S_Mohalla_Sultanabad_Main_GT_Rd_MDGU4262,4,C4-GRT-04,20,Stand by,,1,1,0.9610532407407407,1,1,1,0.9975405092592593,1,1,1,1,1,1,1,1,1,1,1,1,0.9842881944444445,1,1,1,1,1,1,1,1,1,1,1,0.9971440972222222,0.9971440972222223
60,JPJ6403,JPJ6403__S_IslamGarh_Ufone1335,3,C4-GRT-04,,Ufone,CI-1335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,RUR0687,RUR0687__Jandal,4,C4-GRT-04,27,Stand by,,0.9964699074074074,1,0.999146412037037,0.9629050925925926,0.9745804398148148,0.9820457175925926,0.9927372685185185,1,0.9989149305555556,1,0.9878038194444444,0.9443721064814815,0.9167679398148149,0.8311255787037037,0.9785590277777778,0.9104484953703703,0.9528993055555556,0.9139178240740741,1,0.9842737268518519,1,1,1,1,1,1,1,1,1,1,1,0.9663483796296296,0.9663483796296296
62,GJR0737,GJR0737__shahen_Chow,4,C4-GRT-04,30+30,Stand by,,1,1,1,1,1,0.9758043981481481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9987902199074075,0.9987902199074074
63,DHN8757,DHN8757__Dhulanwala,3,C4-GRT-04,,CP Prime,,1,1,1,1,1,1,1,1,1,0.8714891975308642,1,1,1,1,1,1,0.6879436728395061,1,0.9983217592592593,1,1,1,1,1,1,1,1,1,1,1,1,0.9778877314814816,0.9778877314814816
64,RUR6245,RUR6245__S_Ugowal_MDGU7674,3,C4-GRT-04,,Telenor,LDNR01,1,1,1,0.9904320987654321,1,1,1,1,1,1,1,1,1,1,1,1,0.7913773148148149,0.9877121913580247,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9884760802469137,0.9884760802469136
65,GJR6247,GJR6247__S_Kot_Uddu_Wall_MDGU4252,3,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,DIL2202,DIL2202__Rolia,3,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,0.991087962962963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995543981481483,0.9995543981481481
67,JPJ5565,JPJ5565_H_Nikka Dawara Rd Jalalpur Gujrat,3,C4-GRT-04,,Enfrashare,EC1-GUT-03045,1,1,1,1,0.8914351851851852,1,1,1,1,1,1,1,1,1,0.8891203703703703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9890277777777777,0.9890277777777777
68,RUR5649,RUR5649__S_Gidian,3,C4-GRT-04,,Enfrashare,EC1-GUT-01990,0.8859953703703703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9957754629629629,0.9818094135802469,0.9900462962962963,0.9981288580246913,0.9834876543209876,1,1,1,1,1,1,1,1,1,1,1,0.9917621527777778,0.9917621527777777
69,RUR9208,RUR9208__Chopala,3,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9952546296296296,1,1,1,1,1,1,1,1,1,1,1,1,0.9997627314814815,0.9997627314814815
70,GJR5729,GJR5729__S_Gillanwala,3,C4-GRT-04,,Enfrashare,EC1-GUT-02342,0.9949652777777778,0.958912037037037,0.9844367283950617,0.9612461419753087,0.9597723765432099,0.8962577160493826,0.9678935185185185,0.9885300925925926,0.9566203703703704,0.9423070987654321,0.9494791666666667,0.9330054012345679,0.9318055555555556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9712615740740741,0.9712615740740741
71,GJR6258,GJR6258__S_Star_Colony_Bhimber_Road_MDGU4249,3,C4-GRT-04,30,Stand by,,1,0.9985532407407407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999927662037037,0.9999276620370371
72,SKL9912,SKL9912__ChakSada,4,C4-GRT-04,30,Stand by,,1,1,1,1,1,0.9928385416666666,1,1,1,1,1,1,1,1,1,1,1,0.9174479166666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9955143229166667,0.9955143229166667
73,RUR3844,RUR3844__LLMNadirHospitalJor,3,C4-GRT-04,27,Stand by,,1,1,0.8550925925925926,1,1,0.9636188271604939,1,1,1,1,0.9513888888888888,1,1,1,1,1,0.9560763888888889,1,1,0.9507908950617284,1,1,1,1,1,1,1,1,1,1,1,0.9838483796296297,0.9838483796296296
74,FTP6242,FTP6242__S_Fatehpur_MDFP4296,4,C4-GRT-04,27,Stand by,,1,1,1,1,0.9578414351851852,0.969212962962963,1,1,1,1,1,1,1,1,1,1,0.9801504629629629,1,0.9927951388888889,0.5032291666666666,1,1,1,1,1,1,1,1,1,1,1,0.9701614583333333,0.9701614583333334
75,GJR0397,GJR0397__Marghazar,4,C4-GRT-04,30,Stand by,,0.9677517361111111,0.9795572916666667,0.9808738425925926,0.993287037037037,0.9866030092592593,0.9749855324074074,0.9872106481481482,1,0.9806712962962963,0.986574074074074,0.9932436342592592,0.9725983796296296,0.9757667824074074,1,0.9865017361111111,0.9759548611111111,0.9686197916666667,0.9776331018518518,0.9881944444444445,0.9946180555555556,1,1,1,1,1,1,1,1,1,1,1,0.9835322627314815,0.9835322627314815
76,HWY6462,HWY6462__S_SadiqAbadGTRoad,3,C4-GRT-04,,E.Co,e.coPK019022PU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.676875,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9838437499999999,0.98384375
77,RUR9210,RUR9210__Dheenda,3,C4-GRT-04,31,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9906057098765432,1,1,1,1,1,1,1,1,1,1,1,0.9995302854938272,0.9995302854938273
78,HWY1576,HWY1576__Langaryal,3,C4-GRT-04,9,Stand by,,0.9636381172839507,0.985011574074074,0.9935763888888889,0.989525462962963,0.987133487654321,0.9788387345679013,0.9412615740740741,0.9906057098765432,0.9887345679012346,0.9879243827160494,0.9935763888888889,0.9756558641975308,0.9803626543209877,1,0.9396219135802469,1,0.9563850308641976,0.9814236111111111,0.9764467592592593,0.9637152777777778,1,1,1,1,1,1,1,1,1,1,1,0.9786718750000001,0.978671875
79,JPJ3534,JPJ3534__MangowalRd,3,C4-GRT-04,20,Stand by,,1,1,0.8989776234567901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9949488811728395,0.9949488811728395
80,RUR6256,RUR6256__S_Chak_Kala_Jalapurjatan Road_MR1O3562,3,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,0.9699884259259259,1,1,1,1,1,1,1,1,0.9950810185185185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9982534722222223,0.9982534722222222
81,RUR0758,RUR0758_BuzargWall,3,C4-GRT-04,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,GJR3428,GJR3428__GarhiAhmedabad,3,C4-GRT-04,20,Stand by,,0.9879050925925926,0.9876929012345679,0.9877893518518519,0.9879050925925926,0.9750192901234568,0.9745949074074074,1,0.9758680555555556,0.9872685185185185,0.9878472222222222,0.9752893518518518,1,0.9232060185185186,1,0.9881365740740741,0.9758101851851851,0.9757523148148148,1,0.8915895061728395,1,1,1,1,1,1,1,1,1,1,1,1,0.9790837191358024,0.9790837191358025
83,GJR0766,GJR0766__GJRServiceMoreGujrat,3,C4-GRT-04,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9823881172839506,1,1,1,1,0.9068094135802469,1,1,1,1,1,1,1,1,1,1,1,0.9944598765432099,0.9944598765432099
84,LLM0360,LLM0360__Lalamusa,3,C4-GRT-04,31+13,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,GJR3734,GJR3734__RangpuraGujrat,3,C4-GRT-04,20+27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,HWY3181,HWY3181__S_Khatala_ChanabWarid_MDGU4248,3,C4-GRT-04,30,Stand by,,1,0.8281520061728396,1,0.9735262345679012,0.9784837962962963,1,0.9874614197530864,1,1,1,1,0.9938078703703703,0.9976658950617284,1,1,1,0.9969405864197531,0.9950771604938271,0.9979166666666667,0.9984953703703704,1,1,1,1,1,1,1,1,1,1,1,0.9873763503086419,0.987376350308642
87,RUR5644,RUR5644__S_MariKhokhran,3,C4-GRT-04,,Enfrashare,EC1-GUT-02248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,RUR0456,RUR0456_BarilaSharif_New,3,C4-GRT-04,27,Stand by,,1,1,1,1,0.9535108024691358,0.7628896604938271,0.5764351851851852,1,1,1,1,1,1,0.955324074074074,0.9921875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9620173611111111,0.9620173611111111
89,KRW8773,KRW8773__KarianwalaCity,3,C4-GRT-04,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.964891975308642,1,0.9914930555555556,0.927488425925926,0.9863233024691358,1,1,1,1,1,1,1,1,1,1,1,1,0.9935098379629629,0.9935098379629629
90,RUR5643,RUR5643__S_Ajnala,3,C4-GRT-04,,Enfrashare,EC1-GUT-02247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9967399691358024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998369984567901,0.9998369984567901
91,Rur3735,Rur3735__Gjrmuhallahkhokhar,3,C4-GRT-04,30,Stand by,,1,1,1,1,0.9700231481481482,1,1,0.9062962962962963,1,1,1,1,0.9886458333333333,1,1,1,0.9793402777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9922152777777777,0.9922152777777778
92,GJR6281,GJR6281__S_NoorPur_Sharqi_MDGU4241,3,C4-GRT-04,30,Stand by,,0.9742476851851852,1,1,1,1,1,0.9902391975308642,1,1,1,0.9898148148148148,0.9942708333333333,1,1,1,1,1,1,0.9942129629629629,0.8421296296296296,1,1,1,1,1,1,1,1,1,1,1,0.9892457561728394,0.9892457561728395
93,RUR1581,RUR1581__PindiAwan,4,C4-GRT-04,,GLO,,0.9968171296296297,0.9748697916666667,0.7534635416666666,0.7125954861111112,1,1,1,1,1,0.9996672453703703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9718706597222223,0.9718706597222223
94,GJR4902,GJR4902__NewMarghazar,3,C4-GRT-04,33,Stand by,,0.9991126543209876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999556327160495,0.9999556327160494
95,RUR9205,RUR9205__Hazara,3,C4-GRT-04,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,RUR6240,RUR6240__S_ Dolat_Nagar_Chowk_Kotla_BhimberRoad_MR745461,4,C4-GRT-04,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,GJR5647,GJR5647__S_NearIkramHospital,3,C4-GRT-04,,Enfrashare,EC1-GUT-02328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9820601851851852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9991030092592592,0.9991030092592592
98,HWY6909,HWY6909__ChakMurtazaGJR,3,C4-GRT-04,20,Stand by,,0.9487268518518519,0.922962962962963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9971064814814815,1,1,0.9710069444444445,1,1,1,1,1,1,1,1,1,1,1,0.9919901620370369,0.991990162037037
99,JPJ3113,JPJ3113__Kashmirmahaljalalpu,3,C4-GRT-04,27,Stand by,,1,1,1,0.9647762345679012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998238811728395,0.998238811728395
100,GJR5750,RUR5750__S_Mudkey,3,C4-GRT-04,,Enfrashare,EC1-GUT-08182,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875173611111111,0.950925925925926,1,1,1,1,0.7904398148148148,1,1,1,1,1,1,1,1,1,1,1,0.9808269675925926,0.9808269675925927
101,HWY0204,HWY0204__S_KotlaArb_AliKhan_Kharian_MR745460,3,C4-GRT-04,30,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,GJR9887,GJR9887__MohallaNoorPur,3,C4-GRT-04,20,Stand by,,1,1,1,1,0.9603780864197531,1,0.9647569444444445,1,1,1,1,0.9573302469135803,1,0.9874807098765432,0.9875578703703703,0.9873263888888889,1,1,0.9642554012345679,0.9678240740740741,1,1,1,1,1,1,1,1,1,1,1,0.9888454861111111,0.9888454861111111
103,RUR5506,RUR5506__S_Jaidpur,3,C4-GRT-04,,E.Co,e.coPK001078PU,1,1,1,1,1,0.9011381172839507,1,1,1,1,0.9893711419753086,1,1,1,1,1,1,0.9904513888888888,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9940480324074075,0.9940480324074075
104,RUR9206,RUR9206__DhaSirihali,3,C4-GRT-04,27,Stand by,,1,1,1,1,1,1,0.9271026234567902,0.9784760802469136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9952789351851852,0.9952789351851853
105,RUR8090,RUR8090_University_of_Gujrat,3,C4-GRT-04,,CP Prime,7864,0.9793827160493828,0.9735532407407408,0.9547260802469136,0.9754822530864198,0.9891203703703704,0.9817708333333334,0.9855709876543209,0.9931365740740741,1,1,0.9592592592592593,1,0.9595486111111111,1,1,1,1,1,0.9947145061728395,1,1,1,1,1,1,1,1,1,1,1,1,0.9873132716049383,0.9873132716049383
