Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,TDT,T-Fuel,Occurrence ,Total NAR,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th,26th,27th,28th,29th,30th,31st,Fuel Total,MBU,OMO Host Name,Host ID,Type
366,GUJ5444,GUJ5444__S_SehansraGoraya,3,C4-GUJ-01,,E.Co,e.coPK017911PU,1973.083333333333,813.7166666666667,278.25,123.08333333333333,187.83333333333331,57.06666666666668,374.40000000000003,,48.66666666666667,163.00000000000003,313.8333333333333,194.16666666666666,436.8666666666667,,168.91666666666666,350.1666666666667,159.74999999999997,121.25,82.41666666666666,137.41666666666669,,,,,,,,,,,,5983.883333333335,,18,0.9307420910493827,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
367,KMK0969,KMK0969__Ittehad Store,1,C4-GUJ-01,,Jazz CP Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Micro
368,GUJ1501,GUJ1501__GMCnewmuslimColonyGUJ,3,C4-GUJ-01,,CM Pak,5618,,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,1,0.9997511574074075,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,CMPAK,5618,Macro
369,GUJ6134,GUJ6134__S_SectorYPeoplesColony_CMPak5222,3,C4-GUJ-01,,CM Pak,CMPak5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
370,GUJ6293,GUJ6293_S_PipliwalaGoraya ,3,C4-GUJ-01,,E.Co,e.coPK018438PU,,,66.75,,,,268,,,,,10.25,173.74999999999997,,,,,,,,,,,,,,,,,,,518.75,,4,0.9939959490740741,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
371,RUR0468,RUR0468__S_SalehPur,4,C4-GUJ-01,,Ufone,7744,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,27,,1,0.999765625,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
372,GUJ5755,GUJ5755_H_Park Canal View Sector 2 Canal View,3,C4-GUJ-01,,ATL,ATGJW16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
373,GUJ5569,GUJ5569_H_Sardar Colony Gujranwala,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-07835,,,639.3833333333333,,,,,,,,,,,,,,619.7499999999999,,,,,,,,,,,,,,,1259.1333333333332,,2,0.9854266975308641,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
374,GUJ5900,GUJ5900_H_Mubarak Colony Gujranwala,3,C4-GUJ-01,,E.Co,e.coPK019561PU,,,,,,43.41666666666667,,,,,18.25,,,,,24.583333333333332,,,,,,,,,,,,,,,,86.25,,3,0.9990017361111111,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
375,RUR5727,"RUR5727_H_USF_MOT-M11-U3_Guniaur, Gujranwala",3,C4-GUJ-01,,Tawal,TWPGRW0007U,,,,,,,,51.249999999999986,,,,,,,,,,,221.8,1559.7833333333326,,,,,,,,,,,,1832.8333333333326,,3,0.9787866512345679,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
376,GUJ6042,GUJ6042__S_CitiHousingPhase2,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-02848,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,18.5,,1,0.9997858796296296,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
377,RUR9038,RUR9038__S_Mandiala,3,C4-GUJ-01,,Enfrashare,EC1-KMK-09132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,Enfrashare,EC1-KMK-09132,Macro
378,AMN9053,AMN9053__S_Eminabad,3,C4-GUJ-01,,Tawal,TWPGRW0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,TAWAL,TWPGRW0014,Macro
379,KMK9066,KMK9066__S_BaghdadTown,3,C4-GUJ-01,,E.Co,e.coPK019718PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,E.co,e.coPK019718PU,Macro
380,HWY9278,HWY9278__S_ Nadala SandhRorhiSharif,3,C4-GUJ-01,,Tawal,TWPGRW0006,,,,,,,,,,,,,,,,,,,586.9999999999999,139.24999999999997,,,,,,,,,,,,726.2499999999999,,2,0.9915943287037037,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,Tawal,TWPGRW0006,Macro
381,KMK9308,KMK9308__S_ImamBargahKashana,3,C4-GUJ-01,,ATL,ATKMK1,,,,,,,,,,,,,209.75,,,,,,,,,,,,,,,,,,,209.75,,1,0.9975723379629629,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,ATL,ATKMK1,Macro
382,GUJ9556,GUJ9556__S_GovtShuhadaEAPSMemorial School,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-08173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,Enfra,EC1-GUJ-08173,Macro
383,KMK8459,KMK8459__S_PuranaChajokiRd,3,C4-GUJ-01,,Tawal,TWPGRW0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,Tawal,TWPGRW0010,Macro
384,GUJ8388,GUJ8388__S_GMagnoliaPark,3,C4-GUJ-01,,E.Co,e.coPK015629PU,,,,,,,,,,,,,,,,9.25,,,,,,,,,,,,,,,,9.25,,1,0.9998929398148149,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,E.co,e.coPK015629PU,Macro
385,GUJ9561,GUJ9561__S_KotliArbang,3,C4-GUJ-01,,E.Co,e.coPK000979PU,840.2500000000003,1314,,,20.5,,29.5,,,,,,,,169.29999999999998,316.0333333333333,127.66666666666667,385.25,321.36666666666673,1114.25,,,,,,,,,,,,4638.116666666667,,10,0.9463180941358025,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,E.co,e.coPK000979PU,Macro
386,WND8628,WND8628__S_PTCLExchangeWahndo_GTRP2150,3,C4-GUJ-01,,PTCL,GTRP2150,478.25000000000006,328.75,287.45,124.4,655.2833333333333,1444.133333333332,669.9999999999999,1370.9,,,,69.50000000000001,,,266.54999999999995,632.5833333333333,,,796.4166666666667,,,,,,,,,,,,,7124.216666666666,,12,0.917543788580247,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,PTCL,GTRP2150,Macro
387,RUR1165,RUR1165__S_Darajake,3,C4-GUJ-01,,E.Co,e.coPK019896PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,E.Co,e.coPK019896PU,Macro
388,GUJ8620,GUJ8620__S_ChanDaQilaChowk_Ufone3952,3,C4-GUJ-01,,Ufone,3952,,,834.5499999999998,,792.25,2910.9500000000003,4319.949999999999,,,618,,742.2500000000001,,,,,686.7500000000001,,479.9000000000001,,,,,,,,,,,,,11384.599999999999,,8,0.8682337962962963,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,Ufone,3952,Macro
389,GUJ0101,GUJ0101__S_QaziTown_TPLGW202,3,C4-GUJ-01,,Telenor,LGW202,,,798.75,,828.0500000000002,2547.45,257.5,,,945.5,,932.1333333333334,,,,,916.75,,748.7499999999999,,,,,,,,,,,,,7974.883333333333,,8,0.9076981095679012,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,TP,LGW202,Macro
390,KMK8569,KMK8569_H_ChoudryMktKamonki,3,C4-GUJ-01,30+31,Stand by,,,,180.33333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.33333333333331,,1,0.9979128086419753,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
391,SDK1691,SDK1691__S_NearMadniPolyTexPvt,3,C4-GUJ-01,,ATL,ATKMK3,,,,,8.75,,,,,1444.4166666666665,,,,,,,,,,,,,,,,,,,,,,1453.1666666666665,,2,0.9831809413580247,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,ATKMK3,ATKMK3,Macro
392,RUR5532,RUR5532__S_CitiHousing,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-02153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
393,GUJ5226,GUJ5226__T_Imtiaz Store King Mall,1,C4-GUJ-01,,Jazz CP Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Micro
394,KMK4527,KMK4527_S_NRSPMicorfinanceBANK,3,C4-GUJ-01,,Enfrashare,EC1-KMK-09803,,,,,,,,,,,,,,,,,,,,122.19999999999999,,,,,,,,,,,,122.19999999999999,,1,0.9985856481481481,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,
395,GUJ6583,"Ariana Wali Gali, Urdu Bazar",1,C4-GUJ-01,,Jazz CP Prime,,,,,,,,1398.333333333333,707.7833333333333,,,,,,,,,,,,,,,,,,,,,,,,2106.1166666666663,,2,0.9268709490740741,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,Micro
396,GUJ8284,GUJ8284_S_jamiamasjid muhalla Quaid-e-azam,3,C4-GUJ-01,,E.Co,e.coPK015525PU,,28.08333333333333,,,,,196.79999999999998,,,,,191.41666666666669,,,,,,836.25,591.2499999999999,,,,,,,,,,,,,1843.7999999999997,,5,0.9786597222222223,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,
397,GUJ8279,GUJ8279_S_NowshehrasansiGraveyard,3,C4-GUJ-01,,E.Co,e.coPK020181PU,,,137.91666666666666,,,,,,,,,157.99999999999997,,,,,,,,,,,,,,,,,,,,295.91666666666663,,2,0.996575038580247,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,
398,GUJ8287,GUJ8287_S_Usmancolony,3,C4-GUJ-01,,E.Co,e.coPK015632PU,16.666666666666664,61.666666666666664,,,,,,,,1612.8000000000002,,,,,,,,702.2166666666666,319.7499999999999,,,,,,,,,,,,,2713.1,,5,0.9685983796296296,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,
399,KMK8278,KMK8278_S_Kassuki,3,C4-GUJ-01,,E.Co,e.coPK020221PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,
400,KMK8290,KMK8290__S_JamiaMasjidAkbari,3,C4-GUJ-01,,E.Co,e.coPK020180PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,E.Co,e.coPK020180PU,
401,RUR7589,RUR7589__S_KhanPiaraEminabadRd,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-09974 ,99.49999999999997,537.75,,,1151.9500000000003,71.49999999999999,,833.3333333333334,,,,,,,,,,,693.8000000000001,,,,,,,,,,,,,3387.833333333334,,6,0.9607889660493827,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,Deodar,EC1-GUJ-09974 ,
402,RRC0016,RRC0016_S_Bhundri,3,C4-GUJ-01,,ATL,ATMDK8,,,,,,23.75,,27,,,,,,,,7.250000000000001,,,,,,,,,,,,,,,,58,,3,0.9993287037037036,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,ATL-,ATMDK8,
403,GUJ9940,GUJ9940__S_GovtGirlsDegreeCollegeTariqAbad,3,C4-GUJ-01,,E.Co,e.coPK015524PU,,,433.2499999999999,1279.8333333333335,,792.0833333333333,,,,,726.75,,793,,,528.2499999999999,,890.75,,918,,,,,,,,,,,,6361.916666666667,,8,0.9263667052469136,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,E.Co-,e.coPK015524PU,
404,GUJ9923,GUJ9923__S_GraveyardKhiyaliNorth,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-10194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,ENFRA-,EC1-GUJ-10194,Macro
405,GUJ9099,GUJ9099__S_GhosiaFlyoverGMagnliaPark,3,C4-GUJ-01,,Tawal,TWPGRWDD13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,33251.966666666674,31880.05,33714.849999999984,17702.666666666664,32363.333333333336,38795.566666666666,24745.533333333336,17455.899999999998,8683.283333333333,23576.716666666664,16283.3,22950.033333333336,21475.450000000004,5746.416666666666,14574.983333333334,24744.649999999998,30567.733333333334,28901.6,40849.6,24409.15,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,Tawal-,TWPGRWDD13,Macro
